,Name,Country,Age,Height,Weight,Sex,Sport,Event,Medals,Gold,Silver,Bronze,individual_gold,individual_silver,individual_bronze
3370,Arnaud Dubois,Belgium,26,182.0,88.0,M,Cycling - BMX,Men's BMX,,,,,,,
3371,Tory Nyhaug,Canada,20,185.0,90.0,M,Cycling - BMX,Men's BMX,,,,,,,
3372,Andres Eduardo Jimenez Caicedo,Colombia,25,188.0,86.0,M,Cycling - BMX,Men's BMX,,,,,,,
3373,Carlos Mario Oquendo Zabala,Colombia,24,175.0,81.0,M,Cycling - BMX,Men's BMX,,,,,,,
3374,Morten Therkildsen,Denmark,28,191.0,86.0,M,Cycling - BMX,Men's BMX,,,,,,,
3375,Emilio Andres Falla Buchely,Ecuador,26,172.0,60.0,M,Cycling - BMX,Men's BMX,,,,,,,
3376,Joris Daudet,France,21,183.0,75.0,M,Cycling - BMX,Men's BMX,,,,,,,
3377,Moana Moo Caille,France,23,177.0,80.0,M,Cycling - BMX,Men's BMX,,,,,,,
3378,Quentin Caleyron,France,24,186.0,92.0,M,Cycling - BMX,Men's BMX,,,,,,,
3379,Luis Brethauer,Germany,19,175.0,78.0,M,Cycling - BMX,Men's BMX,,,,,,,
3380,Maik Baier,Germany,23,180.0,91.0,M,Cycling - BMX,Men's BMX,,,,,,,
3381,Manuel de Vecchi,Italy,31,182.0,91.0,M,Cycling - BMX,Men's BMX,,,,,,,
3382,Edzus Treimanis,Latvia,24,182.0,80.0,M,Cycling - BMX,Men's BMX,,,,,,,
3383,Rihards Veide,Latvia,20,185.0,85.0,M,Cycling - BMX,Men's BMX,,,,,,,
3384,Jelle van Gorkom,Netherlands,21,188.0,88.0,M,Cycling - BMX,Men's BMX,,,,,,,
3385,Raymon van der Biezen,Netherlands,25,182.0,80.0,M,Cycling - BMX,Men's BMX,,,,,,,
3386,Twan van Gendt,Netherlands,20,178.0,74.0,M,Cycling - BMX,Men's BMX,,,,,,,
3387,Kurt Pickard,New Zealand,21,179.0,90.0,M,Cycling - BMX,Men's BMX,,,,,,,
3388,Marc Willers,New Zealand,26,185.0,81.0,M,Cycling - BMX,Men's BMX,,,,,,,
3389,Daniel Caluag,Philippines,25,167.0,77.0,M,Cycling - BMX,Men's BMX,,,,,,,
3390,Sifiso Nhlapo,South Africa,25,178.0,88.0,M,Cycling - BMX,Men's BMX,,,,,,,
3391,Roger Rinderknecht,Switzerland,31,186.0,83.0,M,Cycling - BMX,Men's BMX,,,,,,,
3392,Connor Fields,United States of America,19,183.0,91.0,M,Cycling - BMX,Men's BMX,,,,,,,
3393,David Herman,United States of America,24,170.0,70.0,M,Cycling - BMX,Men's BMX,,,,,,,
3394,Nicholas Long,United States of America,22,188.0,88.0,M,Cycling - BMX,Men's BMX,,,,,,,
3395,Caroline Buchanan,Australia,21,165.0,68.0,F,Cycling - BMX,Women's BMX,,,,,,,
3396,Squel Stein,Brazil,21,,,F,Cycling - BMX,Women's BMX,,,,,,,
3397,Mariana Pajon,Colombia,20,158.0,53.0,F,Cycling - BMX,Women's BMX,,,,,,,
3398,Aneta Hladikova,Czech Republic,27,171.0,62.0,F,Cycling - BMX,Women's BMX,,,,,,,
3399,Romana Labounkova,Czech Republic,23,167.0,68.0,F,Cycling - BMX,Women's BMX,,,,,,,
3400,Laetitia le Corguille,France,26,163.0,63.0,F,Cycling - BMX,Women's BMX,,,,,,,
3401,Magalie Pottier,France,23,166.0,70.0,F,Cycling - BMX,Women's BMX,,,,,,,
3402,Sandra Aleksejeva,Latvia,21,164.0,62.0,F,Cycling - BMX,Women's BMX,,,,,,,
3403,Vilma Rimsaite,Lithuania,29,169.0,74.0,F,Cycling - BMX,Women's BMX,,,,,,,
3404,Laura Smulders,Netherlands,18,170.0,67.0,F,Cycling - BMX,Women's BMX,,,,,,,
3405,Sarah Walker,New Zealand,24,176.0,76.0,F,Cycling - BMX,Women's BMX,,,,,,,
3406,Alise Post,United States of America,21,157.0,58.0,F,Cycling - BMX,Women's BMX,,,,,,,
3407,Arielle Martin,United States of America,27,165.0,65.0,F,Cycling - BMX,Women's BMX,,,,,,,
3408,Stefany Hernandez,Venezuela,21,163.0,65.0,F,Cycling - BMX,Women's BMX,,,,,,,
3409,Shanaze Reade,Great Britain,23,170.0,79.0,F,"Cycling - BMX, Cycling - Track",Women's BMX,,,,,,,
3410,Catriel Andres Soto,Argentina,25,176.0,65.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3411,Daniel Mcconnell,Australia,26,180.0,70.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3412,Alexander Gehbauer,Austria,22,187.0,67.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3413,Karl Markt,Austria,32,182.0,75.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3414,Kevin van Hoovels,Belgium,27,184.0,69.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3415,Sven Nys,Belgium,36,181.0,71.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3416,Rubens Valeriano,Brazil,32,,,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3417,Geoff Kabush,Canada,35,188.0,75.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3418,Max Plaxton,Canada,27,183.0,70.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3419,Hector Leonardo Paez Leon,Colombia,30,175.0,63.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3420,Paolo Cesar Montoya Cantillo,Costa Rica,27,186.0,71.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3421,Marios Athanasiadis,Cyprus,25,179.0,70.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3422,Jan Skarnitzl,Czech Republic,26,180.0,67.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3423,Jaroslav Kulhavy,Czech Republic,27,187.0,76.0,M,Cycling - Mountain Bike,Men's Cross-country,YES,1,,,True,,
3424,Ondrej Cink,Czech Republic,21,178.0,67.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3425,Julien Absalon,France,31,180.0,68.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3426,Stephane Tempier,France,26,182.0,62.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3427,Manuel Fumic,Germany,30,175.0,69.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3428,Moritz Milatz,Germany,30,173.0,65.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3429,Liam Killeen,Great Britain,30,173.0,65.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3430,Periklis Ilias,Greece,26,183.0,69.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3431,Derek Horton,Guam,39,183.0,70.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3432,Andras Parti,Hungary,29,170.0,65.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3433,Gerhard Kerschbaumer,Italy,21,184.0,69.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3434,Marco Aurelio Fontana,Italy,27,172.0,68.0,M,Cycling - Mountain Bike,Men's Cross-country,YES,,,1.0,,,True
3435,Kohei Yamamoto,Japan,26,182.0,69.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3436,Marc Bassingthwaighte,Namibia,28,178.0,68.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3437,Rudi van Houts,Netherlands,28,177.0,64.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3438,Marek Konwa,Poland,22,176.0,62.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3439,Piotr Brzozka,Poland,22,174.0,64.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3440,David Joao Serralheiro Rosa,Portugal,25,168.0,52.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3441,Evgeniy Pechenin,Russian Federation,28,172.0,64.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3442,Adrien Niyonshuti,Rwanda,25,165.0,68.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3443,Burry Stander,South Africa,24,173.0,66.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3444,Philip Buys,South Africa,23,187.0,74.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3445,Carlos Coloma Nicolas,Spain,30,172.0,66.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3446,Jose Antonio Hermida Ramos,Spain,33,172.0,66.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3447,Sergio Mantecon Gutierrez,Spain,27,179.0,71.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3448,Florian Vogel,Switzerland,30,174.0,66.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3449,Nino Schurter,Switzerland,26,172.0,68.0,M,Cycling - Mountain Bike,Men's Cross-country,YES,,1,,,True,
3450,Ralph Naef,Switzerland,32,175.0,66.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3451,Sergji Rysenko,Ukraine,32,174.0,62.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3452,Samuel Schultz,United States of America,26,185.0,70.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3453,Todd Wells,United States of America,36,188.0,77.0,M,Cycling - Mountain Bike,Men's Cross-country,,,,,,,
3454,Rebecca Henderson,Australia,20,158.0,49.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3455,Elisabeth Osl,Austria,26,165.0,47.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3456,Catharine Pendrel,Canada,31,166.0,50.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3457,Emily Batty,Canada,24,161.0,48.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3458,Laura Valentina Abril Restrepo,Colombia,22,162.0,50.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3459,Katerina Nash,Czech Republic,34,164.0,51.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3460,Julie Bresset,France,23,167.0,53.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3461,Adelheid Morath,Germany,28,164.0,52.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3462,Sabine Spitz,Germany,40,168.0,60.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3463,Annie Last,Great Britain,21,167.0,60.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3464,Barbara Benko,Hungary,22,173.0,61.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3465,Eva Lechner,Italy,27,168.0,52.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3466,Rie Katayama,Japan,32,157.0,48.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3467,Karen Hanlen,New Zealand,32,177.0,63.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3468,Gunn-Rita Dahle Flesjaa,Norway,39,,,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3469,Qinglan Shi,People's Republic of China,26,163.0,60.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3470,Aleksandra Dawidowicz,Poland,25,167.0,57.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3471,Maja Wloszczowska,Poland,28,170.0,53.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3472,Irina Kalentieva,Russian Federation,34,150.0,42.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3473,Blaza Klemencic,Slovenia,32,172.0,55.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3474,Tanja Zakelj,Slovenia,23,158.0,51.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3475,Candice Neethling,South Africa,20,170.0,60.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3476,Alexandra Engen,Sweden,24,175.0,65.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3477,Esther Suss,Switzerland,38,167.0,54.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3478,Katrin Leumann,Switzerland,30,174.0,54.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3479,Yana Belomoyna,Ukraine,19,164.0,46.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3480,Georgia Gould,United States of America,32,175.0,61.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3481,Lea Davison,United States of America,29,168.0,55.0,F,Cycling - Mountain Bike,Women's Cross-country,,,,,,,
3482,Jean-Christophe Peraud,France,35,172.0,62.0,M,"Cycling - Mountain Bike, Cycling - Road",Men's Cross-country,,,,,,,
3483,Chun Hing Chan,"Hong Kong, China",31,175.0,59.0,M,"Cycling - Mountain Bike, Cycling - Road","Men's Cross-country, Men's Road Race",,,,,,,
3484,Ki Ho Choi,"Hong Kong, China",21,173.0,59.0,M,"Cycling - Mountain Bike, Cycling - Road, Cycling - Track","Men's Cross-country, Men's Road Race, Men's Omnium",,,,,,,
3485,Kam-Po Wong,"Hong Kong, China",39,173.0,59.0,M,"Cycling - Mountain Bike, Cycling - Road, Cycling - Track","Men's Road Race, Men's Omnium",,,,,,,
3486,Pauline Ferrand Prevot,France,20,165.0,53.0,F,"Cycling - Mountain Bike, Cycling - Road, Cycling - Track","Women's Cross-country, Women's Road Race",,,,,,,
3487,Robert Forstemann,Germany,26,174.0,90.0,M,"Cycling - Mountain Bike, Cycling - Track","Men's Cross-country, Men's Sprint, Men's Team Sprint",YES,,,0.33,,,False
3488,Michael Vingerling,Netherlands,22,184.0,71.0,M,"Cycling - Mountain Bike, Cycling - Track","Men's Cross-country, Men's Team Pursuit",,,,,,,
3489,Sam Bewley,New Zealand,25,191.0,81.0,M,"Cycling - Mountain Bike, Cycling - Track","Men's Cross-country, Men's Team Pursuit",YES,,,0.25,,,False
3490,Michael Rogers,Australia,32,185.0,72.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3491,Vasil Kiryienka,Belarus,31,182.0,71.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3492,Philippe Gilbert,Belgium,30,183.0,70.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3493,Magno Prado Nazaret,Brazil,26,174.0,67.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3494,Ryder Hesjedal,Canada,31,188.0,73.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3495,Fabio Andres Duarte Arevalo,Colombia,26,168.0,55.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3496,Jakob Fuglsang,Denmark,27,182.0,69.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3497,Lars Ytting Bak,Denmark,32,190.0,76.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3498,Sylvain Chavanel,France,33,181.0,70.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3499,Bert Grabsch,Germany,37,179.0,79.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3500,Tony Martin,Germany,27,186.0,75.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",YES,,1,,,True,
3501,Christopher Froome,Great Britain,27,185.0,71.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",YES,,,1.0,,,True
3502,David MmcCann,Ireland,39,180.0,73.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3503,Alireza Haghi,Islamic Republic of Iran,33,178.0,78.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3504,Fumiyuki Beppu,Japan,29,180.0,65.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3505,Alexandr Vinokurov,Kazakhstan,38,176.0,69.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",YES,1,,,True,,
3506,Assan Bazayev,Kazakhstan,31,170.0,66.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3507,Ramunas Navardauskas,Lithuania,24,190.0,78.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3508,Frank Schleck,Luxembourg,32,186.0,69.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3509,Mouhcine Lahsaini,Morocco,26,184.0,77.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3510,Lars Boom,Netherlands,26,191.0,81.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3511,Lieuwe Westra,Netherlands,29,185.0,71.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3512,Jack Bauer,New Zealand,27,190.0,80.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3513,Edvald Boasson Hagen,Norway,25,,,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3514,Maciej Bodnar,Poland,27,174.0,65.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3515,Nelson Filipe S. Simoes Oliveira,Portugal,23,180.0,66.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3516,Denis Menchov,Russian Federation,34,180.0,65.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3517,Janez Brajkovic,Slovenia,28,178.0,60.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3518,Jonathan Castroviejo Nicolas,Spain,25,172.0,64.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3519,Luis Leon Sanchez Gil,Spain,28,186.0,73.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3520,Gustav Larsson,Sweden,31,194.0,80.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3521,Fabian Cancellara,Switzerland,31,186.0,81.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3522,Michael Albasini,Switzerland,31,172.0,67.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3523,Ahmet Akdilek,Turkey,24,178.0,67.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3524,Taylor Phinney,United States of America,22,196.0,86.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3525,Tomas Aurelio Gil Martinez,Venezuela,35,165.0,60.0,M,Cycling - Road,"Men's Individual Time Trial, Men's Road Race",,,,,,,
3526,Azzedine Lagab,Algeria,25,172.0,67.0,M,Cycling - Road,Men's Road Race,,,,,,,
